"Step","yolov7-self-driving - train/cls_loss","yolov7-self-driving - train/cls_loss__MIN","yolov7-self-driving - train/cls_loss__MAX"
"0","0.016780322417616844","0.016780322417616844","0.016780322417616844"
"1","0.007306186016649008","0.007306186016649008","0.007306186016649008"
"2","0.00576745392754674","0.00576745392754674","0.00576745392754674"
"3","0.004730826709419489","0.004730826709419489","0.004730826709419489"
"4","0.003912085201591253","0.003912085201591253","0.003912085201591253"
"5","0.003395137144252658","0.003395137144252658","0.003395137144252658"
"6","0.0030337919015437365","0.0030337919015437365","0.0030337919015437365"
"7","0.002792228711768985","0.002792228711768985","0.002792228711768985"
"8","0.002707462524995208","0.002707462524995208","0.002707462524995208"
"9","0.0025932835415005684","0.0025932835415005684","0.0025932835415005684"
"10","0.0024889770429581404","0.0024889770429581404","0.0024889770429581404"
"11","0.0024141897447407246","0.0024141897447407246","0.0024141897447407246"
"12","0.0023647435009479523","0.0023647435009479523","0.0023647435009479523"
"13","0.002312012482434511","0.002312012482434511","0.002312012482434511"
"14","0.0022295366507023573","0.0022295366507023573","0.0022295366507023573"
"15","0.002165149198845029","0.002165149198845029","0.002165149198845029"
"16","0.0021388274617493153","0.0021388274617493153","0.0021388274617493153"
"17","0.0020569658372551203","0.0020569658372551203","0.0020569658372551203"
"18","0.00205072364769876","0.00205072364769876","0.00205072364769876"
"19","0.001979677239432931","0.001979677239432931","0.001979677239432931"
"20","0.001973941223695874","0.001973941223695874","0.001973941223695874"
"21","0.0019495633896440268","0.0019495633896440268","0.0019495633896440268"
"22","0.0018893153173848987","0.0018893153173848987","0.0018893153173848987"
"23","0.0018349731108173728","0.0018349731108173728","0.0018349731108173728"
"24","0.0018246595282107592","0.0018246595282107592","0.0018246595282107592"
"25","0.0017850534059107304","0.0017850534059107304","0.0017850534059107304"
"26","0.0017556664533913136","0.0017556664533913136","0.0017556664533913136"
"27","0.0017339971382170916","0.0017339971382170916","0.0017339971382170916"
"28","0.0017169320490211248","0.0017169320490211248","0.0017169320490211248"
"29","0.001714283600449562","0.001714283600449562","0.001714283600449562"
"30","0.0016750849317759275","0.0016750849317759275","0.0016750849317759275"
"31","0.0016566864214837551","0.0016566864214837551","0.0016566864214837551"
"32","0.0016389378579333425","0.0016389378579333425","0.0016389378579333425"
"33","0.0016206199070438743","0.0016206199070438743","0.0016206199070438743"
"34","0.0016174779739230871","0.0016174779739230871","0.0016174779739230871"
"35","0.0016347011551260948","0.0016347011551260948","0.0016347011551260948"
"36","0.0015822725836187601","0.0015822725836187601","0.0015822725836187601"
"37","0.0015166217926889658","0.0015166217926889658","0.0015166217926889658"
"38","0.001557029434479773","0.001557029434479773","0.001557029434479773"
"39","0.0015234986785799265","0.0015234986785799265","0.0015234986785799265"
"40","0.0014547292375937104","0.0014547292375937104","0.0014547292375937104"
"41","0.001470139715820551","0.001470139715820551","0.001470139715820551"
"42","0.0014866539277136326","0.0014866539277136326","0.0014866539277136326"
"43","0.0014274035347625613","0.0014274035347625613","0.0014274035347625613"
"44","0.0014183124294504523","0.0014183124294504523","0.0014183124294504523"
"45","0.0014099605614319444","0.0014099605614319444","0.0014099605614319444"
"46","0.0013628349406644702","0.0013628349406644702","0.0013628349406644702"
"47","0.0013458097819238901","0.0013458097819238901","0.0013458097819238901"
"48","0.0013515385799109936","0.0013515385799109936","0.0013515385799109936"
"49","0.0013671927154064178","0.0013671927154064178","0.0013671927154064178"
"50","0.0013246187008917332","0.0013246187008917332","0.0013246187008917332"
"51","0.0013258627150207758","0.0013258627150207758","0.0013258627150207758"
"52","0.00131473527289927","0.00131473527289927","0.00131473527289927"
"53","0.0013067530235275626","0.0013067530235275626","0.0013067530235275626"
"54","0.0013261745916679502","0.0013261745916679502","0.0013261745916679502"
"55","0.0013232588535174727","0.0013232588535174727","0.0013232588535174727"
"56","0.0012816039379686117","0.0012816039379686117","0.0012816039379686117"
"57","0.0012603204231709242","0.0012603204231709242","0.0012603204231709242"
"58","0.001225198502652347","0.001225198502652347","0.001225198502652347"
"59","0.0011912466725334525","0.0011912466725334525","0.0011912466725334525"
"60","0.0011978428810834885","0.0011978428810834885","0.0011978428810834885"
"61","0.0012077956926077604","0.0012077956926077604","0.0012077956926077604"
"62","0.0011838943464681506","0.0011838943464681506","0.0011838943464681506"
"63","0.0012002597795799375","0.0012002597795799375","0.0012002597795799375"
"64","0.0011590971844270825","0.0011590971844270825","0.0011590971844270825"
"65","0.001186744892038405","0.001186744892038405","0.001186744892038405"
"66","0.001188566442579031","0.001188566442579031","0.001188566442579031"
"67","0.0011414161417633295","0.0011414161417633295","0.0011414161417633295"
"68","0.0011338633485138416","0.0011338633485138416","0.0011338633485138416"
"69","0.0011485741706565022","0.0011485741706565022","0.0011485741706565022"
"70","0.0011065022554248571","0.0011065022554248571","0.0011065022554248571"
"71","0.0011010259622707963","0.0011010259622707963","0.0011010259622707963"
"72","0.0010640410473570228","0.0010640410473570228","0.0010640410473570228"
"73","0.001073028426617384","0.001073028426617384","0.001073028426617384"
"74","0.0010850814869627357","0.0010850814869627357","0.0010850814869627357"
"75","0.0010854217689484358","0.0010854217689484358","0.0010854217689484358"
"76","0.001043166616000235","0.001043166616000235","0.001043166616000235"
"77","0.0010458184406161308","0.0010458184406161308","0.0010458184406161308"
"78","0.001049883314408362","0.001049883314408362","0.001049883314408362"
"79","0.0010253164218738675","0.0010253164218738675","0.0010253164218738675"
"80","0.001066416036337614","0.001066416036337614","0.001066416036337614"
"81","0.0010138142388314009","0.0010138142388314009","0.0010138142388314009"
"82","0.0010075498139485717","0.0010075498139485717","0.0010075498139485717"
"83","0.0010152505710721016","0.0010152505710721016","0.0010152505710721016"
"84","0.0010000101756304502","0.0010000101756304502","0.0010000101756304502"
"85","0.0009669287246651947","0.0009669287246651947","0.0009669287246651947"
"86","0.0009567474480718374","0.0009567474480718374","0.0009567474480718374"
"87","0.0009585570078343153","0.0009585570078343153","0.0009585570078343153"
"88","0.0009813137585297227","0.0009813137585297227","0.0009813137585297227"
"89","0.0009809754556044936","0.0009809754556044936","0.0009809754556044936"
"90","0.000992793356999755","0.000992793356999755","0.000992793356999755"
"91","0.000968203239608556","0.000968203239608556","0.000968203239608556"
"92","0.0009607132524251938","0.0009607132524251938","0.0009607132524251938"
"93","0.0009178821346722543","0.0009178821346722543","0.0009178821346722543"
"94","0.0009202052606269717","0.0009202052606269717","0.0009202052606269717"
"95","0.0008998481789603829","0.0008998481789603829","0.0008998481789603829"
"96","0.000924391788430512","0.000924391788430512","0.000924391788430512"
"97","0.0009116029250435531","0.0009116029250435531","0.0009116029250435531"
"98","0.0008990751812234521","0.0008990751812234521","0.0008990751812234521"
"99","0.0009361855336464942","0.0009361855336464942","0.0009361855336464942"
"100","0.0008956921519711614","0.0008956921519711614","0.0008956921519711614"
"101","0.0008878814405761659","0.0008878814405761659","0.0008878814405761659"
"102","0.0008757326286286116","0.0008757326286286116","0.0008757326286286116"
"103","0.0008603311143815517","0.0008603311143815517","0.0008603311143815517"
"104","0.0008419702062383294","0.0008419702062383294","0.0008419702062383294"
"105","0.0008618158171884716","0.0008618158171884716","0.0008618158171884716"
"106","0.0008558250265195966","0.0008558250265195966","0.0008558250265195966"
"107","0.0008550541824661195","0.0008550541824661195","0.0008550541824661195"
"108","0.0008367300033569336","0.0008367300033569336","0.0008367300033569336"
"109","0.0008188175270333886","0.0008188175270333886","0.0008188175270333886"
"110","0.0008337080362252891","0.0008337080362252891","0.0008337080362252891"
"111","0.0008226280333474278","0.0008226280333474278","0.0008226280333474278"
"112","0.0008296724408864975","0.0008296724408864975","0.0008296724408864975"
"113","0.0008231933461502194","0.0008231933461502194","0.0008231933461502194"
"114","0.0008053026394918561","0.0008053026394918561","0.0008053026394918561"
"115","0.0007972894236445427","0.0007972894236445427","0.0007972894236445427"
"116","0.0007969921571202576","0.0007969921571202576","0.0007969921571202576"
"117","0.0007778328726999462","0.0007778328726999462","0.0007778328726999462"
"118","0.0007806990179233253","0.0007806990179233253","0.0007806990179233253"
"119","0.0007712217047810555","0.0007712217047810555","0.0007712217047810555"
"120","0.0007761373999528587","0.0007761373999528587","0.0007761373999528587"
"121","0.0007681827992200851","0.0007681827992200851","0.0007681827992200851"
"122","0.0007507593836635351","0.0007507593836635351","0.0007507593836635351"
"123","0.0007657830719836056","0.0007657830719836056","0.0007657830719836056"
"124","0.000773637555539608","0.000773637555539608","0.000773637555539608"
"125","0.0007288202759809792","0.0007288202759809792","0.0007288202759809792"
"126","0.0007035647868178785","0.0007035647868178785","0.0007035647868178785"
"127","0.0007257935358211398","0.0007257935358211398","0.0007257935358211398"
"128","0.0007314320537261665","0.0007314320537261665","0.0007314320537261665"
"129","0.0006917946157045662","0.0006917946157045662","0.0006917946157045662"
"130","0.0007204163121059537","0.0007204163121059537","0.0007204163121059537"
"131","0.00070595444412902","0.00070595444412902","0.00070595444412902"
"132","0.0007087450940161943","0.0007087450940161943","0.0007087450940161943"
"133","0.0007180065731517971","0.0007180065731517971","0.0007180065731517971"
"134","0.000686591025441885","0.000686591025441885","0.000686591025441885"
"135","0.000705154612660408","0.000705154612660408","0.000705154612660408"
"136","0.0007185603026300669","0.0007185603026300669","0.0007185603026300669"
"137","0.0006882288143970072","0.0006882288143970072","0.0006882288143970072"
"138","0.0006843609735369682","0.0006843609735369682","0.0006843609735369682"
"139","0.0006840839050710201","0.0006840839050710201","0.0006840839050710201"
"140","0.0006472644745372236","0.0006472644745372236","0.0006472644745372236"
"141","0.0006851971265859902","0.0006851971265859902","0.0006851971265859902"
"142","0.0006797527894377708","0.0006797527894377708","0.0006797527894377708"
"143","0.0006882221787236631","0.0006882221787236631","0.0006882221787236631"
"144","0.000659278710372746","0.000659278710372746","0.000659278710372746"
"145","0.0006552900304086506","0.0006552900304086506","0.0006552900304086506"
"146","0.0006494226399809122","0.0006494226399809122","0.0006494226399809122"
"147","0.0006273215403780341","0.0006273215403780341","0.0006273215403780341"
"148","0.0006163299549371004","0.0006163299549371004","0.0006163299549371004"
"149","0.0006417175754904747","0.0006417175754904747","0.0006417175754904747"
"150","0.0006391924689523876","0.0006391924689523876","0.0006391924689523876"
"151","0.0006378908292390406","0.0006378908292390406","0.0006378908292390406"
"152","0.0006315749487839639","0.0006315749487839639","0.0006315749487839639"
"153","0.0006405257154256105","0.0006405257154256105","0.0006405257154256105"
"154","0.0006044841138646007","0.0006044841138646007","0.0006044841138646007"
"155","0.0006332453922368586","0.0006332453922368586","0.0006332453922368586"
"156","0.00061875517712906","0.00061875517712906","0.00061875517712906"
"157","0.0005983550800010562","0.0005983550800010562","0.0005983550800010562"
"158","0.000592633499763906","0.000592633499763906","0.000592633499763906"
"159","0.000585986184887588","0.000585986184887588","0.000585986184887588"
"160","0.0005810104194097221","0.0005810104194097221","0.0005810104194097221"
"161","0.0005964869051240385","0.0005964869051240385","0.0005964869051240385"
"162","0.0005909690517000854","0.0005909690517000854","0.0005909690517000854"
"163","0.000564063957426697","0.000564063957426697","0.000564063957426697"
"164","0.0005978128756396472","0.0005978128756396472","0.0005978128756396472"
"165","0.0005625584744848311","0.0005625584744848311","0.0005625584744848311"
"166","0.000568073766771704","0.000568073766771704","0.000568073766771704"
"167","0.0005710740806534886","0.0005710740806534886","0.0005710740806534886"
"168","0.0005563928280025721","0.0005563928280025721","0.0005563928280025721"
"169","0.0005551595240831375","0.0005551595240831375","0.0005551595240831375"
"170","0.0005304484511725605","0.0005304484511725605","0.0005304484511725605"
"171","0.0005595136317424476","0.0005595136317424476","0.0005595136317424476"
"172","0.0005482055712491274","0.0005482055712491274","0.0005482055712491274"
"173","0.0005618755822069943","0.0005618755822069943","0.0005618755822069943"
"174","0.0005345100653357804","0.0005345100653357804","0.0005345100653357804"
"175","0.0005324722151271999","0.0005324722151271999","0.0005324722151271999"
"176","0.0005266353255137801","0.0005266353255137801","0.0005266353255137801"
"177","0.0005180012085475028","0.0005180012085475028","0.0005180012085475028"
"178","0.0005356154288165271","0.0005356154288165271","0.0005356154288165271"
"179","0.0005308343679644167","0.0005308343679644167","0.0005308343679644167"
"180","0.0005202522734180093","0.0005202522734180093","0.0005202522734180093"
"181","0.0005153946694917977","0.0005153946694917977","0.0005153946694917977"
"182","0.0005100415437482297","0.0005100415437482297","0.0005100415437482297"
"183","0.0005103917210362852","0.0005103917210362852","0.0005103917210362852"
"184","0.0005120665300637484","0.0005120665300637484","0.0005120665300637484"
"185","0.00048181263264268637","0.00048181263264268637","0.00048181263264268637"
"186","0.0004811339022126049","0.0004811339022126049","0.0004811339022126049"
"187","0.0004880269116256386","0.0004880269116256386","0.0004880269116256386"
"188","0.0004964140825904906","0.0004964140825904906","0.0004964140825904906"
"189","0.00048004742711782455","0.00048004742711782455","0.00048004742711782455"
"190","0.0004770845698658377","0.0004770845698658377","0.0004770845698658377"
"191","0.0004937085323035717","0.0004937085323035717","0.0004937085323035717"
"192","0.0004876171296928078","0.0004876171296928078","0.0004876171296928078"
"193","0.0004927658592350781","0.0004927658592350781","0.0004927658592350781"
"194","0.00048516030074097216","0.00048516030074097216","0.00048516030074097216"
"195","0.00046630503493361175","0.00046630503493361175","0.00046630503493361175"
"196","0.0004907715483568609","0.0004907715483568609","0.0004907715483568609"
"197","0.0004541863454505801","0.0004541863454505801","0.0004541863454505801"
"198","0.00046029320219531655","0.00046029320219531655","0.00046029320219531655"
"199","0.0004737031413242221","0.0004737031413242221","0.0004737031413242221"
"200","0.00045626136125065386","0.00045626136125065386","0.00045626136125065386"
"201","0.000458801951026544","0.000458801951026544","0.000458801951026544"
"202","0.00045349248102866113","0.00045349248102866113","0.00045349248102866113"
"203","0.0004478140326682478","0.0004478140326682478","0.0004478140326682478"
"204","0.0004956799675710499","0.0004956799675710499","0.0004956799675710499"
"205","0.0004571206809487194","0.0004571206809487194","0.0004571206809487194"
"206","0.00043629942229017615","0.00043629942229017615","0.00043629942229017615"
"207","0.0004324660112615675","0.0004324660112615675","0.0004324660112615675"
"208","0.0004346036002971232","0.0004346036002971232","0.0004346036002971232"
"209","0.00044739877921529114","0.00044739877921529114","0.00044739877921529114"
"210","0.0004387680091895163","0.0004387680091895163","0.0004387680091895163"
"211","0.0004283177840989083","0.0004283177840989083","0.0004283177840989083"
"212","0.00043327579624019563","0.00043327579624019563","0.00043327579624019563"
"213","0.0004164211277384311","0.0004164211277384311","0.0004164211277384311"
"214","0.0004275717947166413","0.0004275717947166413","0.0004275717947166413"
"215","0.00043532587005756795","0.00043532587005756795","0.00043532587005756795"
"216","0.0004188625898677856","0.0004188625898677856","0.0004188625898677856"
"217","0.0004174419154878706","0.0004174419154878706","0.0004174419154878706"
"218","0.0004204877477604896","0.0004204877477604896","0.0004204877477604896"
"219","0.00039961948641575873","0.00039961948641575873","0.00039961948641575873"
"220","0.00040782103314995766","0.00040782103314995766","0.00040782103314995766"
"221","0.00039005494909361005","0.00039005494909361005","0.00039005494909361005"
"222","0.0004008467367384583","0.0004008467367384583","0.0004008467367384583"
"223","0.0004109548171982169","0.0004109548171982169","0.0004109548171982169"
"224","0.0003933871921617538","0.0003933871921617538","0.0003933871921617538"
"225","0.00038301831227727234","0.00038301831227727234","0.00038301831227727234"
"226","0.00039245374500751495","0.00039245374500751495","0.00039245374500751495"
"227","0.0003865899925585836","0.0003865899925585836","0.0003865899925585836"
"228","0.00038508730358444154","0.00038508730358444154","0.00038508730358444154"
"229","0.0003842081059701741","0.0003842081059701741","0.0003842081059701741"
"230","0.000394465314457193","0.000394465314457193","0.000394465314457193"
"231","0.00037572652217932045","0.00037572652217932045","0.00037572652217932045"
"232","0.00037785121821798384","0.00037785121821798384","0.00037785121821798384"
"233","0.00039302531513385475","0.00039302531513385475","0.00039302531513385475"
"234","0.00038325547939166427","0.00038325547939166427","0.00038325547939166427"
"235","0.00038177185342647135","0.00038177185342647135","0.00038177185342647135"
"236","0.0003798340621870011","0.0003798340621870011","0.0003798340621870011"
"237","0.0003717640647664666","0.0003717640647664666","0.0003717640647664666"
"238","0.00035986598231829703","0.00035986598231829703","0.00035986598231829703"
"239","0.0003732473705895245","0.0003732473705895245","0.0003732473705895245"
"240","0.00037105081719346344","0.00037105081719346344","0.00037105081719346344"
"241","0.00038682002923451364","0.00038682002923451364","0.00038682002923451364"
"242","0.0003666416450869292","0.0003666416450869292","0.0003666416450869292"
"243","0.0003731687320396304","0.0003731687320396304","0.0003731687320396304"
"244","0.00035578254028223455","0.00035578254028223455","0.00035578254028223455"
"245","0.00036345107946544886","0.00036345107946544886","0.00036345107946544886"
"246","0.0003673420869745314","0.0003673420869745314","0.0003673420869745314"
"247","0.0003539354947861284","0.0003539354947861284","0.0003539354947861284"
"248","0.00035221013240516186","0.00035221013240516186","0.00035221013240516186"
"249","0.0003532315313350409","0.0003532315313350409","0.0003532315313350409"
"250","0.00036497798282653093","0.00036497798282653093","0.00036497798282653093"
"251","0.00034649064764380455","0.00034649064764380455","0.00034649064764380455"
"252","0.0003431171353440732","0.0003431171353440732","0.0003431171353440732"
"253","0.0003367569879628718","0.0003367569879628718","0.0003367569879628718"
"254","0.00032876996556296945","0.00032876996556296945","0.00032876996556296945"
"255","0.00032947733416222036","0.00032947733416222036","0.00032947733416222036"
"256","0.0003428169002290815","0.0003428169002290815","0.0003428169002290815"
"257","0.0003366396122146398","0.0003366396122146398","0.0003366396122146398"
"258","0.00033232616260647774","0.00033232616260647774","0.00033232616260647774"
"259","0.0003382989962119609","0.0003382989962119609","0.0003382989962119609"
"260","0.000333086441969499","0.000333086441969499","0.000333086441969499"
"261","0.00033467423054389656","0.00033467423054389656","0.00033467423054389656"
"262","0.00032996697700582445","0.00032996697700582445","0.00032996697700582445"
"263","0.0003356795641593635","0.0003356795641593635","0.0003356795641593635"
"264","0.0003291030880063772","0.0003291030880063772","0.0003291030880063772"
"265","0.00033839279785752296","0.00033839279785752296","0.00033839279785752296"
"266","0.0003345309814903885","0.0003345309814903885","0.0003345309814903885"
"267","0.0003240075602661818","0.0003240075602661818","0.0003240075602661818"
"268","0.00033240061020478606","0.00033240061020478606","0.00033240061020478606"
"269","0.0003178511105943471","0.0003178511105943471","0.0003178511105943471"
"270","0.0003199837519787252","0.0003199837519787252","0.0003199837519787252"
"271","0.00031077602761797607","0.00031077602761797607","0.00031077602761797607"
"272","0.0003236526681575924","0.0003236526681575924","0.0003236526681575924"
"273","0.000318577658617869","0.000318577658617869","0.000318577658617869"
"274","0.00032425150857307017","0.00032425150857307017","0.00032425150857307017"
"275","0.0003180514322593808","0.0003180514322593808","0.0003180514322593808"
"276","0.00032107290462590754","0.00032107290462590754","0.00032107290462590754"
"277","0.00031811874941922724","0.00031811874941922724","0.00031811874941922724"
"278","0.00032656770781613886","0.00032656770781613886","0.00032656770781613886"
"279","0.00030748272547498345","0.00030748272547498345","0.00030748272547498345"
"280","0.00031047611264511943","0.00031047611264511943","0.00031047611264511943"
"281","0.0003244468243792653","0.0003244468243792653","0.0003244468243792653"
"282","0.00030917339609004557","0.00030917339609004557","0.00030917339609004557"
"283","0.00030866655288264155","0.00030866655288264155","0.00030866655288264155"
"284","0.00029078524676151574","0.00029078524676151574","0.00029078524676151574"
"285","0.00030807533767074347","0.00030807533767074347","0.00030807533767074347"
"286","0.0003061389725189656","0.0003061389725189656","0.0003061389725189656"
"287","0.0003107629017904401","0.0003107629017904401","0.0003107629017904401"
"288","0.00030901236459612846","0.00030901236459612846","0.00030901236459612846"
"289","0.00030668394174426794","0.00030668394174426794","0.00030668394174426794"
"290","0.00032063989783637226","0.00032063989783637226","0.00032063989783637226"
"291","0.0003191648283973336","0.0003191648283973336","0.0003191648283973336"
"292","0.0003140384505968541","0.0003140384505968541","0.0003140384505968541"
"293","0.0003209369897376746","0.0003209369897376746","0.0003209369897376746"
"294","0.00030459807021543384","0.00030459807021543384","0.00030459807021543384"
"295","0.00031244492856785655","0.00031244492856785655","0.00031244492856785655"
"296","0.000299034989438951","0.000299034989438951","0.000299034989438951"
"297","0.000291395845124498","0.000291395845124498","0.000291395845124498"
"298","0.00030793604673817754","0.00030793604673817754","0.00030793604673817754"
"299","0.0003129791293758899","0.0003129791293758899","0.0003129791293758899"
