"Step","yolov7-self-driving - train/obj_loss","yolov7-self-driving - train/obj_loss__MIN","yolov7-self-driving - train/obj_loss__MAX"
"47","0.02587982825934887","0.02587982825934887","0.02587982825934887"
"48","0.02575751207768917","0.02575751207768917","0.02575751207768917"
"49","0.026057763025164604","0.026057763025164604","0.026057763025164604"
"50","0.025811651721596718","0.025811651721596718","0.025811651721596718"
"51","0.02558290958404541","0.02558290958404541","0.02558290958404541"
"52","0.02580869570374489","0.02580869570374489","0.02580869570374489"
"53","0.02547295205295086","0.02547295205295086","0.02547295205295086"
"54","0.025273408740758896","0.025273408740758896","0.025273408740758896"
"55","0.025301869958639145","0.025301869958639145","0.025301869958639145"
"56","0.025448985397815704","0.025448985397815704","0.025448985397815704"
"57","0.02535269409418106","0.02535269409418106","0.02535269409418106"
"58","0.025345321744680405","0.025345321744680405","0.025345321744680405"
"59","0.02533123828470707","0.02533123828470707","0.02533123828470707"
"60","0.024998247623443604","0.024998247623443604","0.024998247623443604"
"61","0.025396479293704033","0.025396479293704033","0.025396479293704033"
"62","0.025071581825613976","0.025071581825613976","0.025071581825613976"
"63","0.024992162361741066","0.024992162361741066","0.024992162361741066"
"64","0.0249040424823761","0.0249040424823761","0.0249040424823761"
"65","0.02490447647869587","0.02490447647869587","0.02490447647869587"
"66","0.024669796228408813","0.024669796228408813","0.024669796228408813"
"67","0.024722136557102203","0.024722136557102203","0.024722136557102203"
"68","0.024757282808423042","0.024757282808423042","0.024757282808423042"
"69","0.02498006448149681","0.02498006448149681","0.02498006448149681"
"70","0.02486036904156208","0.02486036904156208","0.02486036904156208"
"71","0.02451402135193348","0.02451402135193348","0.02451402135193348"
"72","0.024700947105884552","0.024700947105884552","0.024700947105884552"
"73","0.024433037266135216","0.024433037266135216","0.024433037266135216"
"74","0.02486485242843628","0.02486485242843628","0.02486485242843628"
"75","0.024608148261904716","0.024608148261904716","0.024608148261904716"
"76","0.024522628635168076","0.024522628635168076","0.024522628635168076"
"77","0.024428000673651695","0.024428000673651695","0.024428000673651695"
"78","0.024485506117343903","0.024485506117343903","0.024485506117343903"
"79","0.024308130145072937","0.024308130145072937","0.024308130145072937"
"80","0.024307942017912865","0.024307942017912865","0.024307942017912865"
"81","0.024306118488311768","0.024306118488311768","0.024306118488311768"
"82","0.024183113127946854","0.024183113127946854","0.024183113127946854"
"83","0.024368872866034508","0.024368872866034508","0.024368872866034508"
"84","0.02448890171945095","0.02448890171945095","0.02448890171945095"
"85","0.024334805086255074","0.024334805086255074","0.024334805086255074"
"86","0.02419447898864746","0.02419447898864746","0.02419447898864746"
"87","0.02411077171564102","0.02411077171564102","0.02411077171564102"
"88","0.024086836725473404","0.024086836725473404","0.024086836725473404"
"89","0.02431076392531395","0.02431076392531395","0.02431076392531395"
"90","0.024125730618834496","0.024125730618834496","0.024125730618834496"
"91","0.023968996480107307","0.023968996480107307","0.023968996480107307"
"92","0.0240886602550745","0.0240886602550745","0.0240886602550745"
"93","0.02372845634818077","0.02372845634818077","0.02372845634818077"
"94","0.02365740016102791","0.02365740016102791","0.02365740016102791"
"95","0.023953653872013092","0.023953653872013092","0.023953653872013092"
"96","0.024161960929632187","0.024161960929632187","0.024161960929632187"
"97","0.023857178166508675","0.023857178166508675","0.023857178166508675"
"98","0.02373744361102581","0.02373744361102581","0.02373744361102581"
"99","0.023689862340688705","0.023689862340688705","0.023689862340688705"
"100","0.023928992450237274","0.023928992450237274","0.023928992450237274"
"101","0.023534758016467094","0.023534758016467094","0.023534758016467094"
"102","0.023686213418841362","0.023686213418841362","0.023686213418841362"
"103","0.02351687289774418","0.02351687289774418","0.02351687289774418"
"104","0.02372824400663376","0.02372824400663376","0.02372824400663376"
"105","0.023690776899456978","0.023690776899456978","0.023690776899456978"
"106","0.023599442094564438","0.023599442094564438","0.023599442094564438"
"107","0.023620039224624634","0.023620039224624634","0.023620039224624634"
"108","0.02357860840857029","0.02357860840857029","0.02357860840857029"
"109","0.023372558876872063","0.023372558876872063","0.023372558876872063"
"110","0.023228613659739494","0.023228613659739494","0.023228613659739494"
"111","0.023592684417963028","0.023592684417963028","0.023592684417963028"
"112","0.02378150261938572","0.02378150261938572","0.02378150261938572"
"113","0.023637481033802032","0.023637481033802032","0.023637481033802032"
"114","0.023451397195458412","0.023451397195458412","0.023451397195458412"
"115","0.023397158831357956","0.023397158831357956","0.023397158831357956"
"116","0.02309599332511425","0.02309599332511425","0.02309599332511425"
"117","0.023218095302581787","0.023218095302581787","0.023218095302581787"
"118","0.023247024044394493","0.023247024044394493","0.023247024044394493"
"119","0.023147741332650185","0.023147741332650185","0.023147741332650185"
"120","0.02343810722231865","0.02343810722231865","0.02343810722231865"
"121","0.02320641279220581","0.02320641279220581","0.02320641279220581"
"122","0.02320730686187744","0.02320730686187744","0.02320730686187744"
"123","0.023269368335604668","0.023269368335604668","0.023269368335604668"
"124","0.023191353306174278","0.023191353306174278","0.023191353306174278"
"125","0.023075086995959282","0.023075086995959282","0.023075086995959282"
"126","0.023082368075847626","0.023082368075847626","0.023082368075847626"
"127","0.023126963526010513","0.023126963526010513","0.023126963526010513"
"128","0.023141933605074883","0.023141933605074883","0.023141933605074883"
"129","0.02266891486942768","0.02266891486942768","0.02266891486942768"
"130","0.023075541481375694","0.023075541481375694","0.023075541481375694"
"131","0.02283305674791336","0.02283305674791336","0.02283305674791336"
"132","0.02303335815668106","0.02303335815668106","0.02303335815668106"
"133","0.022597309201955795","0.022597309201955795","0.022597309201955795"
"134","0.022757122293114662","0.022757122293114662","0.022757122293114662"
"135","0.022839924320578575","0.022839924320578575","0.022839924320578575"
"136","0.02299797162413597","0.02299797162413597","0.02299797162413597"
"137","0.022545019164681435","0.022545019164681435","0.022545019164681435"
"138","0.02310221828520298","0.02310221828520298","0.02310221828520298"
"139","0.022799158468842506","0.022799158468842506","0.022799158468842506"
"140","0.022321686148643494","0.022321686148643494","0.022321686148643494"
"141","0.02266676351428032","0.02266676351428032","0.02266676351428032"
"142","0.022569719702005386","0.022569719702005386","0.022569719702005386"
"143","0.02250601537525654","0.02250601537525654","0.02250601537525654"
"144","0.022529950365424156","0.022529950365424156","0.022529950365424156"
"145","0.02265559695661068","0.02265559695661068","0.02265559695661068"
"146","0.022638801485300064","0.022638801485300064","0.022638801485300064"
"147","0.022185074165463448","0.022185074165463448","0.022185074165463448"
"148","0.022458961233496666","0.022458961233496666","0.022458961233496666"
"149","0.02235986478626728","0.02235986478626728","0.02235986478626728"
"150","0.022234009578824043","0.022234009578824043","0.022234009578824043"
"151","0.022434048354625702","0.022434048354625702","0.022434048354625702"
"152","0.022413548082113266","0.022413548082113266","0.022413548082113266"
"153","0.02222493849694729","0.02222493849694729","0.02222493849694729"
"154","0.02252313122153282","0.02252313122153282","0.02252313122153282"
"155","0.022152092307806015","0.022152092307806015","0.022152092307806015"
"156","0.022444013506174088","0.022444013506174088","0.022444013506174088"
"157","0.022191792726516724","0.022191792726516724","0.022191792726516724"
"158","0.022398266941308975","0.022398266941308975","0.022398266941308975"
"159","0.022142741829156876","0.022142741829156876","0.022142741829156876"
"160","0.022049661725759506","0.022049661725759506","0.022049661725759506"
"161","0.022221092134714127","0.022221092134714127","0.022221092134714127"
"162","0.021946735680103302","0.021946735680103302","0.021946735680103302"
"163","0.022161664441227913","0.022161664441227913","0.022161664441227913"
"164","0.022145453840494156","0.022145453840494156","0.022145453840494156"
"165","0.02185804396867752","0.02185804396867752","0.02185804396867752"
"166","0.022246992215514183","0.022246992215514183","0.022246992215514183"
"167","0.021919632330536842","0.021919632330536842","0.021919632330536842"
"168","0.022143108770251274","0.022143108770251274","0.022143108770251274"
"169","0.022230500355362892","0.022230500355362892","0.022230500355362892"
"170","0.021622728556394577","0.021622728556394577","0.021622728556394577"
"171","0.02207564003765583","0.02207564003765583","0.02207564003765583"
"172","0.021762754768133163","0.021762754768133163","0.021762754768133163"
"173","0.021942660212516785","0.021942660212516785","0.021942660212516785"
"174","0.021994147449731827","0.021994147449731827","0.021994147449731827"
"175","0.021910235285758972","0.021910235285758972","0.021910235285758972"
"176","0.021599574014544487","0.021599574014544487","0.021599574014544487"
"177","0.021802041679620743","0.021802041679620743","0.021802041679620743"
"178","0.02169821970164776","0.02169821970164776","0.02169821970164776"
"179","0.02179529331624508","0.02179529331624508","0.02179529331624508"
"180","0.02174643613398075","0.02174643613398075","0.02174643613398075"
"181","0.021609334275126457","0.021609334275126457","0.021609334275126457"
"182","0.021526984870433807","0.021526984870433807","0.021526984870433807"
"183","0.02160036563873291","0.02160036563873291","0.02160036563873291"
"184","0.021813323721289635","0.021813323721289635","0.021813323721289635"
"185","0.02135646343231201","0.02135646343231201","0.02135646343231201"
"186","0.021691391244530678","0.021691391244530678","0.021691391244530678"
"187","0.021579686552286148","0.021579686552286148","0.021579686552286148"
"188","0.0215558223426342","0.0215558223426342","0.0215558223426342"
"189","0.02146054431796074","0.02146054431796074","0.02146054431796074"
"190","0.02149839885532856","0.02149839885532856","0.02149839885532856"
"191","0.021389437839388847","0.021389437839388847","0.021389437839388847"
"192","0.0212757159024477","0.0212757159024477","0.0212757159024477"
"193","0.021286608651280403","0.021286608651280403","0.021286608651280403"
"194","0.021343862637877464","0.021343862637877464","0.021343862637877464"
"195","0.021213574334979057","0.021213574334979057","0.021213574334979057"
"196","0.02152227982878685","0.02152227982878685","0.02152227982878685"
"197","0.02122277021408081","0.02122277021408081","0.02122277021408081"
"198","0.021285558119416237","0.021285558119416237","0.021285558119416237"
"199","0.02143162116408348","0.02143162116408348","0.02143162116408348"
"200","0.02115296944975853","0.02115296944975853","0.02115296944975853"
"201","0.021024223417043686","0.021024223417043686","0.021024223417043686"
"202","0.02120540291070938","0.02120540291070938","0.02120540291070938"
"203","0.02087661251425743","0.02087661251425743","0.02087661251425743"
"204","0.02127782627940178","0.02127782627940178","0.02127782627940178"
"205","0.020898208022117615","0.020898208022117615","0.020898208022117615"
"206","0.021038902923464775","0.021038902923464775","0.021038902923464775"
"207","0.020936178043484688","0.020936178043484688","0.020936178043484688"
"208","0.020956337451934814","0.020956337451934814","0.020956337451934814"
"209","0.020654838532209396","0.020654838532209396","0.020654838532209396"
"210","0.02082188054919243","0.02082188054919243","0.02082188054919243"
"211","0.021029245108366013","0.021029245108366013","0.021029245108366013"
"212","0.021104859188199043","0.021104859188199043","0.021104859188199043"
"213","0.021059377118945122","0.021059377118945122","0.021059377118945122"
"214","0.02098201960325241","0.02098201960325241","0.02098201960325241"
"215","0.020680243149399757","0.020680243149399757","0.020680243149399757"
"216","0.02082805149257183","0.02082805149257183","0.02082805149257183"
"217","0.02088897116482258","0.02088897116482258","0.02088897116482258"
"218","0.020922312512993813","0.020922312512993813","0.020922312512993813"
"219","0.020690202713012695","0.020690202713012695","0.020690202713012695"
"220","0.02080698125064373","0.02080698125064373","0.02080698125064373"
"221","0.020460056141018867","0.020460056141018867","0.020460056141018867"
"222","0.02062949165701866","0.02062949165701866","0.02062949165701866"
"223","0.02061847411096096","0.02061847411096096","0.02061847411096096"
"224","0.02047048509120941","0.02047048509120941","0.02047048509120941"
"225","0.02040129154920578","0.02040129154920578","0.02040129154920578"
"226","0.020546618849039078","0.020546618849039078","0.020546618849039078"
"227","0.02040625736117363","0.02040625736117363","0.02040625736117363"
"228","0.02040594071149826","0.02040594071149826","0.02040594071149826"
"229","0.020174255594611168","0.020174255594611168","0.020174255594611168"
"230","0.02030913531780243","0.02030913531780243","0.02030913531780243"
"231","0.020535442978143692","0.020535442978143692","0.020535442978143692"
"232","0.020639847964048386","0.020639847964048386","0.020639847964048386"
"233","0.020530615001916885","0.020530615001916885","0.020530615001916885"
"234","0.02053135260939598","0.02053135260939598","0.02053135260939598"
"235","0.020253803580999374","0.020253803580999374","0.020253803580999374"
"236","0.02034091390669346","0.02034091390669346","0.02034091390669346"
"237","0.02056381106376648","0.02056381106376648","0.02056381106376648"
"238","0.020619843155145645","0.020619843155145645","0.020619843155145645"
"239","0.020225875079631805","0.020225875079631805","0.020225875079631805"
"240","0.02014068514108658","0.02014068514108658","0.02014068514108658"
"241","0.02014983631670475","0.02014983631670475","0.02014983631670475"
"242","0.020477356389164925","0.020477356389164925","0.020477356389164925"
"243","0.02033160626888275","0.02033160626888275","0.02033160626888275"
"244","0.020325051620602608","0.020325051620602608","0.020325051620602608"
"245","0.020304303616285324","0.020304303616285324","0.020304303616285324"
"246","0.020210159942507744","0.020210159942507744","0.020210159942507744"
"247","0.020027602091431618","0.020027602091431618","0.020027602091431618"
"248","0.020046617835760117","0.020046617835760117","0.020046617835760117"
"249","0.020160295069217682","0.020160295069217682","0.020160295069217682"
"250","0.02017255499958992","0.02017255499958992","0.02017255499958992"
"251","0.020393259823322296","0.020393259823322296","0.020393259823322296"
"252","0.02015853114426136","0.02015853114426136","0.02015853114426136"
"253","0.019879156723618507","0.019879156723618507","0.019879156723618507"
"254","0.020110515877604485","0.020110515877604485","0.020110515877604485"
"255","0.019847456365823746","0.019847456365823746","0.019847456365823746"
"256","0.020113667473196983","0.020113667473196983","0.020113667473196983"
"257","0.020082129165530205","0.020082129165530205","0.020082129165530205"
"258","0.020027630031108856","0.020027630031108856","0.020027630031108856"
"259","0.01966576837003231","0.01966576837003231","0.01966576837003231"
"260","0.019763976335525513","0.019763976335525513","0.019763976335525513"
"261","0.02004627138376236","0.02004627138376236","0.02004627138376236"
"262","0.0196677278727293","0.0196677278727293","0.0196677278727293"
"263","0.019995372742414474","0.019995372742414474","0.019995372742414474"
"264","0.019936466589570045","0.019936466589570045","0.019936466589570045"
"265","0.02001270279288292","0.02001270279288292","0.02001270279288292"
"266","0.020121192559599876","0.020121192559599876","0.020121192559599876"
"267","0.019789401441812515","0.019789401441812515","0.019789401441812515"
"268","0.019958019256591797","0.019958019256591797","0.019958019256591797"
"269","0.019560446962714195","0.019560446962714195","0.019560446962714195"
"270","0.019513089209794998","0.019513089209794998","0.019513089209794998"
"271","0.019516313448548317","0.019516313448548317","0.019516313448548317"
"272","0.019588712602853775","0.019588712602853775","0.019588712602853775"
"273","0.019764818251132965","0.019764818251132965","0.019764818251132965"
"274","0.019790763035416603","0.019790763035416603","0.019790763035416603"
"275","0.019702978432178497","0.019702978432178497","0.019702978432178497"
"276","0.019811365753412247","0.019811365753412247","0.019811365753412247"
"277","0.01985953561961651","0.01985953561961651","0.01985953561961651"
"278","0.01955622248351574","0.01955622248351574","0.01955622248351574"
"279","0.019691461697220802","0.019691461697220802","0.019691461697220802"
"280","0.019754545763134956","0.019754545763134956","0.019754545763134956"
"281","0.019820550456643105","0.019820550456643105","0.019820550456643105"
"282","0.01943609118461609","0.01943609118461609","0.01943609118461609"
"283","0.01969858631491661","0.01969858631491661","0.01969858631491661"
"284","0.01952982321381569","0.01952982321381569","0.01952982321381569"
"285","0.01979508064687252","0.01979508064687252","0.01979508064687252"
"286","0.019608773291110992","0.019608773291110992","0.019608773291110992"
"287","0.019521428272128105","0.019521428272128105","0.019521428272128105"
"288","0.019411440938711166","0.019411440938711166","0.019411440938711166"
"289","0.01958281360566616","0.01958281360566616","0.01958281360566616"
"290","0.019558783620595932","0.019558783620595932","0.019558783620595932"
"291","0.019571799784898758","0.019571799784898758","0.019571799784898758"
"292","0.01950182393193245","0.01950182393193245","0.01950182393193245"
"293","0.019485382363200188","0.019485382363200188","0.019485382363200188"
"294","0.019394509494304657","0.019394509494304657","0.019394509494304657"
"295","0.019666116684675217","0.019666116684675217","0.019666116684675217"
"296","0.019403954967856407","0.019403954967856407","0.019403954967856407"
"297","0.019468724727630615","0.019468724727630615","0.019468724727630615"
"298","0.01931818202137947","0.01931818202137947","0.01931818202137947"
"299","0.019373996183276176","0.019373996183276176","0.019373996183276176"
